cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,imputedFloorWageIndex,name
48660,20210101,0.9276,0.9276,0,,Wichita Falls TX
48700,20210101,0.899,0.899,0,,Williamsport PA
48864,20210101,1.0925,1.031,0,,Wilmington DE-MD-NJ
48900,20210101,0.9017,0.9017,0,,Wilmington NC
49020,20210101,0.8959,0.8959,0,,Winchester VA-WV
49180,20210101,0.9399,0.9399,0,,Winston-Salem NC
49340,20210101,1.1284,1.1284,0,,Worcester MA-CT
49420,20210101,0.9006,0.9006,0,,Yakima WA
49500,20210101,0.3385,0.3385,0,,Yauco PR
49620,20210101,0.9339,0.9339,0,,York-Hanover PA
49660,20210101,0.7791,0.7791,0,,Youngstown-Warren-Boardman OH-PA
49700,20210101,1.3084,1.3084,0,,Yuba City CA
49740,20210101,1.0112,1.0112,0,,Yuma AZ
