cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,imputedFloorWageIndex,name
47220,20220101,1.1858,1.1858,0,0,Vineland-Bridgeton NJ
47260,20220101,0.894,0.894,0,0,Virginia Beach-Norfolk-Newport News VA-NC
47300,20220101,0.9651,0.9651,0,0,Visalia CA
47380,20220101,0.9207,0.9207,0,0,Waco TX
47460,20220101,1.0698,1.0698,0,0,Walla Walla WA
47580,20220101,0.7745,0.7566,0,0,Warner Robins GA
47664,20220101,0.923,0.923,0,0,Warren-Troy-Farmington Hills MI
47894,20220101,1.0125,0.9877,0,0,Washington-Arlington-Alexandria DC-VA-MD-WV
47940,20220101,0.8139,0.8139,0,0,Waterloo-Cedar Falls IA
48060,20220101,0.9702,0.9702,0,0,Watertown-Fort Drum NY
48140,20220101,0.8912,0.8912,0,0,Wausau-Weston WI
48260,20220101,0.7375,0.7375,0,0,Weirton-Steubenville WV-OH
48300,20220101,0.963,0.963,0,0,Wenatchee WA
48424,20220101,0.8764,0.8764,0,0,West Palm Beach-Boca Raton-Boynton Beach FL
48540,20220101,0.6859,0.6859,0,0,Wheeling WV-OH
48620,20220101,0.8326,0.8326,0,0,Wichita KS
48660,20220101,0.901,0.901,0,0,Wichita Falls TX
48700,20220101,0.879,0.879,0,0,Williamsport PA
48864,20220101,1.0956,1.0405,0,0,Wilmington DE-MD-NJ
48900,20220101,0.8925,0.8764,0,0,Wilmington NC
49020,20220101,0.8871,0.8871,0,0,Winchester VA-WV
49180,20220101,0.9272,0.9272,0,0,Winston-Salem NC
49340,20220101,1.0958,1.0958,0,0,Worcester MA-CT
49420,20220101,0.9268,0.9268,0,0,Yakima WA
49500,20220101,0.3273,0.3273,0,0,Yauco PR
49620,20220101,0.9398,0.9398,0,0,York-Hanover PA
49660,20220101,0.7681,0.7681,0,0,Youngstown-Warren-Boardman OH-PA
49700,20220101,1.2749,1.2749,0,0,Yuba City CA
49740,20220101,0.9849,0.9849,0,0,Yuma AZ
